The data obtained from the Suwannee River Water Management District (SRWMD) may be provisional and subject to,,,,,,,,,,,,,,,,,,,
"revision. The SRWMD specifically disclaims any warranty, either expressed or implied, including but not limited to the",,,,,,,,,,,,,,,,,,,
the implied warranties of merchantability and fitness for a particular use. The entire risk as to quality and performance,,,,,,,,,,,,,,,,,,,
"is with the user. In no event will the SRWMD be liable for any direct, indirect, incidental, special, consequential,  or",,,,,,,,,,,,,,,,,,,
SRWMD,02322350,Mean,04/07/2020,22.62,Provisional,381.9,Provisional,7.747,Provisional,4.85417,Provisional,56.23417,Provisional,2.53729,Provisional,-4.01,Provisional,-0.05542,Provisional
SRWMD,02322350,Mean,04/08/2020,22.64,Provisional,381.7,Provisional,7.754,Provisional,4.83521,Provisional,56.02958,Provisional,2.53896,Provisional,-4.25,Provisional,-1.30813,Provisional
SRWMD,02322350,Mean,04/09/2020,22.69,Provisional,376.7,Provisional,7.647,Provisional,4.80271,Provisional,55.70604,Provisional,2.4325,Provisional,-2.65,Provisional,-1.49167,Provisional
SRWMD,02322350,Mean,04/10/2020,22.58,Provisional,360.3,Provisional,7.396,Provisional,4.94833,Provisional,57.27687,Provisional,2.53646,Provisional,0.34,Provisional,-1.73417,Provisional
SRWMD,02322350,Mean,04/11/2020,22.55,Provisional,368.8,Provisional,7.348,Provisional,5.10271,Provisional,59.03917,Provisional,2.53729,Provisional,0.23,Provisional,-1.51875,Provisional
SRWMD,02322350,Mean,04/12/2020,22.66,Provisional,376.4,Provisional,7.308,Provisional,5.03937,Provisional,58.42021,Provisional,2.53625,Provisional,0,Provisional,-1.43625,Provisional
SRWMD,02322350,Mean,04/13/2020,22.66,Provisional,367.9,Provisional,7.29,Provisional,5.01125,Provisional,58.1075,Provisional,2.53458,Provisional,0.37,Provisional,-1.41062,Provisional
SRWMD,02322350,Mean,04/14/2020,22.62,Provisional,368.7,Provisional,7.282,Provisional,4.97479,Provisional,57.62896,Provisional,2.53,Provisional,57.26,Provisional,-1.82,Provisional
SRWMD,02322350,Mean,04/15/2020,22.56,Provisional,370.4,Provisional,7.284,Provisional,5.03062,Provisional,58.21187,Provisional,2.53521,Provisional,0,Missing Data,-1.85958,Provisional
SRWMD,02322350,Mean,04/16/2020,22.58,Provisional,374.3,Provisional,7.292,Provisional,5.23646,Provisional,60.62333,Provisional,2.53354,Provisional,8.07,Provisional,-1.72354,Provisional
SRWMD,02322350,Mean,04/17/2020,22.59,Provisional,380.2,Provisional,7.29,Provisional,5.21479,Provisional,60.38021,Provisional,2.53396,Provisional,0.93,Provisional,-1.66937,Provisional
SRWMD,02322350,Mean,04/18/2020,22.6,Provisional,381.8,Provisional,7.279,Provisional,5.08729,Provisional,58.91354,Provisional,2.52187,Provisional,1.55,Provisional,-2.49375,Provisional
SRWMD,02322350,Mean,04/19/2020,22.67,Provisional,380.2,Provisional,7.283,Provisional,5.15354,Provisional,59.77937,Provisional,2.52521,Provisional,2.94,Provisional,-2.32896,Provisional
SRWMD,02322350,Mean,04/20/2020,22.67,Provisional,369.3,Provisional,7.287,Provisional,5.14833,Provisional,59.70104,Provisional,2.52458,Provisional,0.39,Provisional,-1.845,Provisional
SRWMD,02322350,Mean,04/21/2020,22.63,Provisional,368.5,Provisional,7.295,Provisional,5.21042,Provisional,60.375,Provisional,2.52375,Provisional,0.64,Provisional,-1.68958,Provisional
SRWMD,02322350,Mean,04/22/2020,22.61,Provisional,369.3,Provisional,7.304,Provisional,5.25937,Provisional,60.92375,Provisional,2.52187,Provisional,0.53,Provisional,-1.79083,Provisional
SRWMD,02322350,Mean,04/23/2020,22.65,Provisional,367.2,Provisional,7.299,Provisional,5.25854,Provisional,60.95708,Provisional,2.51667,Provisional,0.85,Provisional,-2.19771,Provisional
SRWMD,02322350,Mean,04/24/2020,22.6,Provisional,365.1,Provisional,7.299,Provisional,5.10479,Provisional,59.11437,Provisional,2.51667,Provisional,6.46,Provisional,-2.76062,Provisional
SRWMD,02322350,Mean,04/25/2020,22.68,Provisional,360.4,Provisional,7.301,Provisional,5.20167,Provisional,60.32771,Provisional,2.51687,Provisional,2.75,Provisional,-3.09,Provisional
SRWMD,02322350,Mean,04/26/2020,22.63,Provisional,352.1,Provisional,7.307,Provisional,5.23208,Provisional,60.63,Provisional,2.51521,Provisional,1.01,Provisional,-3.18542,Provisional
SRWMD,02322350,Mean,04/27/2020,22.57,Provisional,348.6,Provisional,7.316,Provisional,5.2925,Provisional,61.25583,Provisional,2.51562,Provisional,0.57,Provisional,-3.22854,Provisional
SRWMD,02322350,Mean,04/28/2020,22.6,Provisional,345.4,Provisional,7.319,Provisional,5.2775,Provisional,61.11667,Provisional,2.51125,Provisional,0.83,Provisional,20.97646,Provisional
SRWMD,02322350,Mean,04/29/2020,22.64,Provisional,338.8,Provisional,7.319,Provisional,5.23875,Provisional,60.72354,Provisional,2.51354,Provisional,4.65,Provisional,-2.37167,Provisional
SRWMD,02322350,Mean,04/30/2020,22.62,Provisional,319.3,Provisional,7.322,Provisional,5.23146,Provisional,60.59917,Provisional,2.50396,Provisional,5.7,Provisional,4.94604,Provisional
SRWMD,02322350,Mean,05/01/2020,22.59,Provisional,307.9,Provisional,7.33,Provisional,5.29417,Provisional,61.30542,Provisional,2.50458,Provisional,4.41,Provisional,-2.98604,Provisional
SRWMD,02322350,Mean,05/02/2020,22.61,Provisional,304.2,Provisional,7.34,Provisional,5.28729,Provisional,61.23812,Provisional,2.50625,Provisional,5.23,Provisional,-3.4175,Provisional
SRWMD,02322350,Mean,05/03/2020,22.63,Provisional,309.1,Provisional,7.344,Provisional,5.26833,Provisional,61.04812,Provisional,2.50417,Provisional,4.11,Provisional,-2.98896,Provisional
SRWMD,02322350,Mean,05/04/2020,22.64,Provisional,306.8,Provisional,7.354,Provisional,5.25458,Provisional,60.90292,Provisional,2.49937,Provisional,4.01,Provisional,-3.12604,Provisional
SRWMD,02322350,Mean,05/05/2020,22.64,Provisional,301,Provisional,7.369,Provisional,5.25542,Provisional,60.89708,Provisional,2.50271,Provisional,58.82,Provisional,-2.71521,Provisional
SRWMD,02322350,Mean,05/06/2020,22.64,Provisional,300.6,Provisional,7.38,Provisional,5.2675,Provisional,61.04687,Provisional,2.49958,Provisional,75.26,Provisional,-2.08604,Provisional
SRWMD,02322350,Mean,05/07/2020,22.55,Provisional,287.3,Provisional,7.401,Provisional,5.36375,Provisional,62.05292,Provisional,2.50188,Provisional,8.17,Provisional,-3.26542,Provisional
SRWMD,02322350,Mean,05/08/2020,22.57,Provisional,322.1,Provisional,7.412,Provisional,5.36104,Provisional,62.04146,Provisional,2.50021,Provisional,5.98,Provisional,-3.26458,Provisional
SRWMD,02322350,Mean,05/09/2020,22.64,Provisional,367.2,Provisional,7.413,Provisional,5.30375,Provisional,61.47937,Provisional,2.49875,Provisional,15.12,Provisional,-3.53604,Provisional
SRWMD,02322350,Mean,05/10/2020,22.57,Provisional,371.2,Provisional,7.42,Provisional,5.29,Provisional,61.23021,Provisional,2.50146,Provisional,1.63,Provisional,-2.73458,Provisional
SRWMD,02322350,Mean,05/11/2020,22.61,Provisional,372.9,Provisional,7.438,Provisional,5.32417,Provisional,61.68812,Provisional,2.49875,Provisional,2.81,Provisional,-2.97854,Provisional
SRWMD,02322350,Mean,05/12/2020,22.59,Provisional,376.2,Provisional,7.455,Provisional,5.35417,Provisional,62.00937,Provisional,2.50708,Provisional,2.7,Provisional,-3.51896,Provisional
SRWMD,02322350,Mean,05/13/2020,22.62,Provisional,379.9,Provisional,7.464,Provisional,5.29979,Provisional,61.41313,Provisional,2.50063,Provisional,0.5,Provisional,-3.21063,Provisional
SRWMD,02322350,Mean,05/14/2020,22.65,Provisional,380.4,Provisional,7.487,Provisional,5.27375,Provisional,61.14458,Provisional,2.50146,Provisional,12.65,Provisional,-2.96333,Provisional
SRWMD,02322350,Mean,05/15/2020,22.66,Provisional,381.8,Provisional,7.509,Provisional,5.28229,Provisional,61.26187,Provisional,2.49792,Provisional,24.26,Provisional,-2.90625,Provisional
SRWMD,02322350,Mean,05/16/2020,22.66,Provisional,399.8,Provisional,7.525,Provisional,5.24687,Provisional,60.84687,Provisional,2.49604,Provisional,1.71,Provisional,-3.19375,Provisional
SRWMD,02322350,Mean,05/17/2020,22.69,Provisional,404.6,Provisional,7.539,Provisional,5.23687,Provisional,60.76729,Provisional,2.5025,Provisional,0.87,Provisional,-2.5625,Provisional
SRWMD,02322350,Mean,05/18/2020,22.66,Provisional,401.9,Provisional,7.56,Provisional,5.25229,Provisional,60.90854,Provisional,2.4925,Provisional,0.54,Provisional,-3.1675,Provisional
SRWMD,02322350,Mean,05/19/2020,22.67,Provisional,404.1,Provisional,7.577,Provisional,5.22604,Provisional,60.61646,Provisional,2.48667,Provisional,0.55,Provisional,-2.34167,Provisional
SRWMD,02322350,Mean,05/20/2020,22.67,Provisional,402.6,Provisional,7.594,Provisional,5.25437,Provisional,60.94229,Provisional,2.49,Provisional,0.64,Provisional,10.255,Provisional
SRWMD,02322350,Mean,05/21/2020,22.71,Provisional,396.2,Provisional,7.615,Provisional,5.23229,Provisional,60.72771,Provisional,2.48542,Provisional,0.87,Provisional,14.57063,Provisional
SRWMD,02322350,Mean,05/22/2020,22.71,Provisional,388.5,Provisional,7.634,Provisional,5.23896,Provisional,60.8025,Provisional,2.48479,Provisional,1.52,Provisional,11.76833,Provisional
SRWMD,02322350,Mean,05/23/2020,22.7,Provisional,382.5,Provisional,7.646,Provisional,5.21604,Provisional,60.52958,Provisional,2.48042,Provisional,1.35,Provisional,1.61854,Provisional
SRWMD,02322350,Mean,05/24/2020,22.68,Provisional,379.4,Provisional,7.657,Provisional,5.2925,Provisional,61.39604,Provisional,2.47958,Provisional,2.65,Provisional,35.66604,Provisional
SRWMD,02322350,Mean,05/25/2020,22.64,Provisional,375.3,Provisional,7.663,Provisional,5.18979,Provisional,60.13333,Provisional,2.47917,Provisional,15.82,Provisional,41.37125,Provisional
SRWMD,02322350,Mean,05/26/2020,22.65,Provisional,370.7,Provisional,7.678,Provisional,5.19021,Provisional,60.16979,Provisional,2.47771,Provisional,14.33,Provisional,-3.33833,Provisional
SRWMD,02322350,Mean,05/27/2020,22.7,Provisional,362.1,Provisional,7.7,Provisional,5.22396,Provisional,60.61875,Provisional,2.47875,Provisional,109.28,Provisional,-3.48708,Provisional
SRWMD,02322350,Mean,05/28/2020,22.66,Provisional,358.5,Provisional,7.721,Provisional,5.19833,Provisional,60.26354,Provisional,2.47625,Provisional,18.51,Provisional,-2.33771,Provisional
SRWMD,02322350,Mean,05/29/2020,22.67,Provisional,357.6,Provisional,7.742,Provisional,5.24792,Provisional,60.84375,Provisional,2.47375,Provisional,2.49,Provisional,-2.50688,Provisional
SRWMD,02322350,Mean,05/30/2020,22.69,Provisional,354.8,Provisional,7.76,Provisional,5.22604,Provisional,60.62563,Provisional,2.48062,Provisional,1.14,Provisional,-1.67,Provisional
SRWMD,02322350,Mean,05/31/2020,22.71,Provisional,350,Provisional,7.784,Provisional,5.21146,Provisional,60.47542,Provisional,2.47896,Provisional,1.31,Provisional,-1.76,Provisional
SRWMD,02322350,Mean,06/01/2020,22.69,Provisional,345.6,Provisional,7.814,Provisional,5.25292,Provisional,60.93604,Provisional,2.4775,Provisional,1.51,Provisional,-1.82354,Provisional
SRWMD,02322350,Mean,06/02/2020,22.68,Provisional,343.8,Provisional,7.843,Provisional,5.25042,Provisional,60.89833,Provisional,2.47146,Provisional,1.06,Provisional,-1.73042,Provisional
SRWMD,02322350,Mean,06/03/2020,22.64,Provisional,341.8,Provisional,7.857,Provisional,5.23979,Provisional,60.725,Provisional,2.47562,Provisional,0.88,Provisional,-1.98333,Provisional
SRWMD,02322350,Mean,06/04/2020,22.67,Provisional,369.6,Provisional,7.872,Provisional,5.25417,Provisional,60.92458,Provisional,2.4675,Provisional,12.53,Provisional,-2.06438,Provisional
SRWMD,02322350,Mean,06/05/2020,22.65,Provisional,402,Provisional,7.898,Provisional,5.20667,Provisional,60.37042,Provisional,2.46771,Provisional,0,Missing Data,-2.00833,Provisional
SRWMD,02322350,Mean,06/06/2020,22.64,Provisional,401.5,Provisional,7.926,Provisional,5.13417,Provisional,59.49375,Provisional,2.46125,Provisional,0,Missing Data,-1.96271,Provisional
SRWMD,02322350,Mean,06/07/2020,22.64,Provisional,400.8,Provisional,7.943,Provisional,5.13375,Provisional,59.515,Provisional,2.44479,Provisional,0,Missing Data,-2.30479,Provisional
SRWMD,02322350,Mean,06/08/2020,22.72,Provisional,403.3,Provisional,7.975,Provisional,5.18375,Provisional,60.16937,Provisional,2.44708,Provisional,141.74,Provisional,-3.13208,Provisional
SRWMD,02322350,Mean,06/09/2020,22.68,Provisional,400.5,Provisional,8.005,Provisional,5.15583,Provisional,59.81396,Provisional,2.44979,Provisional,105.32,Provisional,-2.38458,Provisional
SRWMD,02322350,Mean,06/10/2020,22.66,Provisional,398.7,Provisional,8.028,Provisional,5.11917,Provisional,59.36771,Provisional,2.445,Provisional,155.38,Provisional,-2.95875,Provisional
SRWMD,02322350,Mean,06/11/2020,22.7,Provisional,397.8,Provisional,8.05,Provisional,5.09687,Provisional,59.15,Provisional,2.43521,Provisional,114.66,Provisional,-3.11458,Provisional
SRWMD,02322350,Mean,06/12/2020,22.67,Provisional,397.2,Provisional,8.045,Provisional,5.03292,Provisional,58.36458,Provisional,2.43104,Provisional,122.25,Provisional,-3.20021,Provisional
SRWMD,02322350,Mean,06/13/2020,22.67,Provisional,396.1,Provisional,8.075,Provisional,5.07062,Provisional,58.80729,Provisional,2.42771,Provisional,120.45,Provisional,-3.44167,Provisional
SRWMD,02322350,Mean,06/14/2020,22.69,Provisional,394.9,Provisional,8.096,Provisional,5.01354,Provisional,58.16292,Provisional,2.42292,Provisional,136.55,Provisional,-3.5225,Provisional
SRWMD,02322350,Mean,06/15/2020,22.68,Provisional,394.6,Provisional,8.12,Provisional,4.98937,Provisional,57.86854,Provisional,2.41937,Provisional,96.75,Provisional,-3.23271,Provisional
SRWMD,02322350,Mean,06/16/2020,22.66,Provisional,394.6,Provisional,8.136,Provisional,4.98562,Provisional,57.81375,Provisional,2.41167,Provisional,67.48,Provisional,-2.24646,Provisional
SRWMD,02322350,Mean,06/17/2020,22.65,Provisional,394.3,Provisional,8.157,Provisional,4.96708,Provisional,57.57479,Provisional,2.40687,Provisional,45.4,Provisional,-1.78,Provisional
SRWMD,02322350,Mean,06/18/2020,22.68,Provisional,393.9,Provisional,8.184,Provisional,4.95708,Provisional,57.49521,Provisional,2.40458,Provisional,13.16,Provisional,-1.94125,Provisional
SRWMD,02322350,Mean,06/19/2020,22.68,Provisional,393.9,Provisional,8.203,Provisional,4.94896,Provisional,57.41771,Provisional,2.40104,Provisional,16.34,Provisional,-2.11604,Provisional
SRWMD,02322350,Mean,06/20/2020,22.7,Provisional,394.2,Provisional,8.227,Provisional,4.94854,Provisional,57.41229,Provisional,2.40292,Provisional,41.62,Provisional,-1.94438,Provisional
SRWMD,02322350,Mean,06/21/2020,22.7,Provisional,394.6,Provisional,8.249,Provisional,4.9575,Provisional,57.51958,Provisional,2.39833,Provisional,9.89,Provisional,-1.9475,Provisional
SRWMD,02322350,Mean,06/22/2020,22.75,Provisional,394.6,Provisional,8.162,Provisional,5.0431,Provisional,58.56348,Provisional,2.39958,Provisional,4.89,Provisional,-1.8096,Provisional
SRWMD,02322350,Mean,06/23/2020,22.8,Provisional,397.5,Provisional,7.531,Provisional,4.80044,Provisional,55.78235,Provisional,2.40292,Provisional,0.56,Provisional,-1.58436,Provisional
SRWMD,02322350,Mean,06/24/2020,22.7,Provisional,400.9,Provisional,7.412,Provisional,4.6025,Provisional,53.39729,Provisional,2.40896,Provisional,-0.19,Provisional,-1.60542,Provisional
SRWMD,02322350,Mean,06/25/2020,22.68,Provisional,399.9,Provisional,7.424,Provisional,4.62167,Provisional,53.60979,Provisional,2.41042,Provisional,-0.13,Provisional,-1.60583,Provisional
SRWMD,02322350,Mean,06/26/2020,22.7,Provisional,399.4,Provisional,7.424,Provisional,4.62729,Provisional,53.70271,Provisional,2.41417,Provisional,0.24,Provisional,-1.61646,Provisional
SRWMD,02322350,Mean,06/27/2020,22.66,Provisional,398,Provisional,7.413,Provisional,4.60583,Provisional,53.40417,Provisional,2.41083,Provisional,0.29,Provisional,-1.62083,Provisional
SRWMD,02322350,Mean,06/28/2020,22.7,Provisional,395.6,Provisional,7.406,Provisional,4.65437,Provisional,54.01583,Provisional,2.41375,Provisional,0.17,Provisional,-1.67271,Provisional
SRWMD,02322350,Mean,06/29/2020,22.71,Provisional,389.7,Provisional,7.4,Provisional,4.64687,Provisional,53.925,Provisional,2.41375,Provisional,-0.1,Provisional,-1.61646,Provisional
SRWMD,02322350,Mean,06/30/2020,22.67,Provisional,384.1,Provisional,7.384,Provisional,4.62187,Provisional,53.59271,Provisional,2.41562,Provisional,-0.01,Provisional,-1.465,Provisional
SRWMD,02322350,Mean,07/01/2020,22.67,Provisional,380.9,Provisional,7.4,Provisional,4.65396,Provisional,53.97542,Provisional,2.41771,Provisional,-0.15,Provisional,-1.53792,Provisional
SRWMD,02322350,Mean,07/02/2020,22.69,Provisional,379.7,Provisional,7.399,Provisional,4.68,Provisional,54.29437,Provisional,2.41854,Provisional,0.15,Provisional,-1.57292,Provisional
SRWMD,02322350,Mean,07/03/2020,22.66,Provisional,375.4,Provisional,7.396,Provisional,4.64687,Provisional,53.87667,Provisional,2.41917,Provisional,0.25,Provisional,-1.58188,Provisional
SRWMD,02322350,Mean,07/04/2020,22.64,Provisional,369.9,Provisional,7.386,Provisional,4.65271,Provisional,53.92229,Provisional,2.41833,Provisional,0.28,Provisional,-1.70208,Provisional
SRWMD,02322350,Mean,07/05/2020,22.67,Provisional,364.4,Provisional,7.369,Provisional,4.70312,Provisional,54.55083,Provisional,2.42229,Provisional,1.11,Provisional,5.65271,Provisional
SRWMD,02322350,Mean,07/06/2020,22.67,Provisional,367.5,Provisional,7.376,Provisional,4.68896,Provisional,54.37396,Provisional,2.42167,Provisional,0.56,Provisional,40.97625,Provisional
SRWMD,02322350,Mean,07/07/2020,22.69,Provisional,378,Provisional,7.383,Provisional,4.70583,Provisional,54.59875,Provisional,2.42042,Provisional,0.46,Provisional,13.52188,Provisional
SRWMD,02322350,Mean,07/08/2020,22.7,Provisional,380.4,Provisional,7.373,Provisional,4.69917,Provisional,54.52125,Provisional,2.42146,Provisional,0.35,Provisional,-0.03313,Provisional
SRWMD,02322350,Mean,07/09/2020,22.71,Provisional,392.5,Provisional,7.366,Provisional,4.67875,Provisional,54.29208,Provisional,2.41979,Provisional,0.65,Provisional,-2.51917,Provisional
SRWMD,02322350,Mean,07/10/2020,22.72,Provisional,385.7,Provisional,7.367,Provisional,4.68521,Provisional,54.39104,Provisional,2.41812,Provisional,0.66,Provisional,-1.83083,Provisional
SRWMD,02322350,Mean,07/11/2020,22.72,Provisional,380,Provisional,7.369,Provisional,4.67396,Provisional,54.24625,Provisional,2.42125,Provisional,0.84,Provisional,-1.59688,Provisional
SRWMD,02322350,Mean,07/12/2020,22.7,Provisional,373.5,Provisional,7.38,Provisional,4.68958,Provisional,54.42146,Provisional,2.42125,Provisional,0.69,Provisional,-1.53188,Provisional
SRWMD,02322350,Mean,07/13/2020,22.7,Provisional,377.5,Provisional,7.362,Provisional,4.70542,Provisional,54.605,Provisional,2.42021,Provisional,0.43,Provisional,-1.61458,Provisional
SRWMD,02322350,Mean,07/14/2020,22.71,Provisional,394.9,Provisional,7.303,Provisional,4.71229,Provisional,54.68687,Provisional,2.42021,Provisional,-0.21,Provisional,-1.50792,Provisional
SRWMD,02322350,Mean,07/15/2020,22.71,Provisional,390.3,Provisional,7.305,Provisional,4.70625,Provisional,54.62312,Provisional,2.42042,Provisional,-0.01,Provisional,-1.54104,Provisional
SRWMD,02322350,Mean,07/16/2020,22.71,Provisional,389.7,Provisional,7.301,Provisional,4.71521,Provisional,54.71833,Provisional,2.42125,Provisional,-0.15,Provisional,-1.46438,Provisional
SRWMD,02322350,Mean,07/17/2020,22.68,Provisional,389.8,Provisional,7.32,Provisional,4.68,Provisional,54.29417,Provisional,2.42062,Provisional,-0.09,Provisional,-1.47333,Provisional
SRWMD,02322350,Mean,07/18/2020,22.7,Provisional,385.5,Provisional,7.339,Provisional,4.69958,Provisional,54.52417,Provisional,2.42229,Provisional,0.31,Provisional,-1.57,Provisional
SRWMD,02322350,Mean,07/19/2020,22.7,Provisional,384.7,Provisional,7.344,Provisional,4.6975,Provisional,54.51771,Provisional,2.42167,Provisional,0.02,Provisional,-1.56771,Provisional
SRWMD,02322350,Mean,07/20/2020,22.7,Provisional,385.6,Provisional,7.338,Provisional,4.68833,Provisional,54.40104,Provisional,2.42,Provisional,0.03,Provisional,-1.53229,Provisional
SRWMD,02322350,Mean,07/21/2020,22.69,Provisional,389.1,Provisional,7.333,Provisional,4.68729,Provisional,54.37542,Provisional,2.42167,Provisional,0.41,Provisional,-1.53292,Provisional
SRWMD,02322350,Mean,07/22/2020,22.67,Provisional,393.1,Provisional,7.343,Provisional,4.68562,Provisional,54.33771,Provisional,2.42292,Provisional,1.17,Provisional,-0.95646,Provisional
SRWMD,02322350,Mean,07/23/2020,22.66,Provisional,390.4,Provisional,7.354,Provisional,4.69958,Provisional,54.48521,Provisional,2.42,Provisional,-0.07,Provisional,-1.58,Provisional
SRWMD,02322350,Mean,07/24/2020,22.71,Provisional,388.4,Provisional,7.354,Provisional,4.70208,Provisional,54.57146,Provisional,2.42375,Provisional,0.02,Provisional,-1.47667,Provisional
SRWMD,02322350,Mean,07/25/2020,22.69,Provisional,386.3,Provisional,7.365,Provisional,4.72312,Provisional,54.78979,Provisional,2.20271,Provisional,39.91,Provisional,-1.555,Provisional
SRWMD,02322350,Mean,07/26/2020,22.7,Provisional,378.5,Provisional,7.36,Provisional,4.70604,Provisional,54.58604,Provisional,2.42375,Provisional,0.06,Provisional,-1.58188,Provisional
SRWMD,02322350,Mean,07/27/2020,22.66,Provisional,374,Provisional,7.368,Provisional,4.69729,Provisional,54.45854,Provisional,2.42562,Provisional,-0.05,Provisional,-1.55896,Provisional
SRWMD,02322350,Mean,07/28/2020,22.65,Provisional,373.1,Provisional,7.375,Provisional,4.69937,Provisional,54.46708,Provisional,2.42417,Provisional,-0.09,Provisional,-1.63292,Provisional
SRWMD,02322350,Mean,07/29/2020,22.65,Provisional,371.8,Provisional,7.355,Provisional,4.70354,Provisional,54.52583,Provisional,2.42771,Provisional,1.23,Provisional,-1.60396,Provisional
SRWMD,02322350,Mean,07/30/2020,22.68,Provisional,372.7,Provisional,7.352,Provisional,4.72437,Provisional,54.79458,Provisional,2.42542,Provisional,-0.19,Provisional,-1.60417,Provisional
SRWMD,02322350,Mean,07/31/2020,22.7,Provisional,374.2,Provisional,7.355,Provisional,4.71,Provisional,54.64958,Provisional,2.42583,Provisional,-0.01,Provisional,-1.61875,Provisional
SRWMD,02322350,Mean,08/01/2020,22.7,Provisional,370.7,Provisional,7.366,Provisional,4.6975,Provisional,54.52396,Provisional,2.4275,Provisional,0.29,Provisional,-1.50563,Provisional
SRWMD,02322350,Mean,08/02/2020,22.68,Provisional,359,Provisional,7.386,Provisional,4.69875,Provisional,54.49729,Provisional,2.42792,Provisional,0.08,Provisional,-1.56167,Provisional
SRWMD,02322350,Mean,08/03/2020,22.71,Provisional,352.3,Provisional,7.392,Provisional,4.69292,Provisional,54.46354,Provisional,2.42875,Provisional,0.09,Provisional,-2.24104,Provisional
SRWMD,02322350,Mean,08/04/2020,22.7,Provisional,351.1,Provisional,7.395,Provisional,4.68833,Provisional,54.3975,Provisional,2.43083,Provisional,0.15,Provisional,-2.96396,Provisional
SRWMD,02322350,Mean,08/05/2020,22.68,Provisional,348.1,Provisional,7.396,Provisional,4.72125,Provisional,54.75062,Provisional,2.42083,Provisional,0.52,Provisional,-3.15354,Provisional
SRWMD,02322350,Mean,08/06/2020,22.67,Provisional,343.1,Provisional,7.391,Provisional,4.69771,Provisional,54.47062,Provisional,2.42833,Provisional,0.51,Provisional,-3.12625,Provisional
SRWMD,02322350,Mean,08/07/2020,22.65,Provisional,332.7,Provisional,7.394,Provisional,4.67062,Provisional,54.12896,Provisional,2.4275,Provisional,5.79,Provisional,-1.15417,Provisional
SRWMD,02322350,Mean,08/08/2020,22.66,Provisional,320.1,Provisional,7.4,Provisional,4.69542,Provisional,54.42771,Provisional,2.42729,Provisional,1.05,Provisional,-1.685,Provisional
SRWMD,02322350,Mean,08/09/2020,22.72,Provisional,310.2,Provisional,7.408,Provisional,4.70458,Provisional,54.59354,Provisional,2.42896,Provisional,1.37,Provisional,-1.82167,Provisional
SRWMD,02322350,Mean,08/10/2020,22.7,Provisional,306.6,Provisional,7.412,Provisional,4.70687,Provisional,54.5975,Provisional,2.43042,Provisional,1.9,Provisional,-1.505,Provisional
SRWMD,02322350,Mean,08/11/2020,22.65,Provisional,303.1,Provisional,7.411,Provisional,4.69208,Provisional,54.37604,Provisional,2.43229,Provisional,1.1,Provisional,-1.43167,Provisional
SRWMD,02322350,Mean,08/12/2020,22.67,Provisional,298,Provisional,7.41,Provisional,4.71917,Provisional,54.70833,Provisional,2.43333,Provisional,0.57,Provisional,-1.48813,Provisional
SRWMD,02322350,Mean,08/13/2020,22.67,Provisional,292.9,Provisional,7.398,Provisional,4.71312,Provisional,54.63917,Provisional,2.43458,Provisional,-0.01,Provisional,-1.43833,Provisional
SRWMD,02322350,Mean,08/14/2020,22.69,Provisional,291.1,Provisional,7.415,Provisional,4.70729,Provisional,54.61229,Provisional,2.43333,Provisional,0.17,Provisional,-1.46333,Provisional
SRWMD,02322350,Mean,08/15/2020,22.67,Provisional,294,Provisional,7.402,Provisional,4.70604,Provisional,54.54562,Provisional,2.43625,Provisional,1.04,Provisional,-1.49,Provisional
SRWMD,02322350,Mean,08/16/2020,22.69,Provisional,291.3,Provisional,7.393,Provisional,4.71458,Provisional,54.66458,Provisional,2.43771,Provisional,1.48,Provisional,-1.34813,Provisional
SRWMD,02322350,Mean,08/17/2020,22.67,Provisional,285.2,Provisional,7.4,Provisional,4.70062,Provisional,54.48896,Provisional,2.44333,Provisional,1.47,Provisional,-1.47271,Provisional
SRWMD,02322350,Mean,08/18/2020,22.67,Provisional,281.3,Provisional,7.401,Provisional,4.71667,Provisional,54.68104,Provisional,2.4425,Provisional,2.07,Provisional,-1.24292,Provisional
SRWMD,02322350,Mean,08/19/2020,22.67,Provisional,285.6,Provisional,7.408,Provisional,4.72687,Provisional,54.79521,Provisional,2.44062,Provisional,1.38,Provisional,-1.42333,Provisional
SRWMD,02322350,Mean,08/20/2020,22.65,Provisional,386.8,Provisional,7.392,Provisional,4.70937,Provisional,54.59958,Provisional,2.44417,Provisional,0.43,Provisional,-1.45125,Provisional
SRWMD,02322350,Mean,08/21/2020,22.63,Provisional,372.1,Provisional,7.402,Provisional,4.68146,Provisional,54.24437,Provisional,2.44542,Provisional,0.22,Provisional,-1.49063,Provisional
SRWMD,02322350,Mean,08/22/2020,22.64,Provisional,358.7,Provisional,7.412,Provisional,4.70542,Provisional,54.52896,Provisional,2.44687,Provisional,0.48,Provisional,-1.46229,Provisional
SRWMD,02322350,Mean,08/23/2020,22.68,Provisional,342.3,Provisional,7.405,Provisional,4.71333,Provisional,54.65667,Provisional,2.44333,Provisional,0.47,Provisional,-1.43792,Provisional
SRWMD,02322350,Mean,08/24/2020,22.69,Provisional,331.8,Provisional,7.398,Provisional,4.71167,Provisional,54.65229,Provisional,2.44625,Provisional,0.36,Provisional,-1.40042,Provisional
SRWMD,02322350,Mean,08/25/2020,22.71,Provisional,326.2,Provisional,7.394,Provisional,4.69625,Provisional,54.49229,Provisional,2.44625,Provisional,0.39,Provisional,-1.39292,Provisional
